Date,Predicted,Actual
21-Aug-12,61.41,93.72
20-Aug-12,60.019999999999996,95.02
17-Aug-12,57.599999999999994,92.59
16-Aug-12,55.97,90.91
15-Aug-12,55.56999999999999,90.12
14-Aug-12,56.230000000000004,90.24
13-Aug-12,55.0,90.0
10-Aug-12,53.81999999999999,88.81
9-Aug-12,53.81999999999999,88.68
8-Aug-12,54.129999999999995,88.55
7-Aug-12,54.290000000000006,88.7
6-Aug-12,54.269999999999996,88.94
3-Aug-12,53.28,87.96
2-Aug-12,52.239999999999995,86.83
1-Aug-12,53.06,86.69
31-Jul-12,52.39,87.25
30-Jul-12,50.629999999999995,85.0
27-Jul-12,48.69,83.59
26-Jul-12,47.91,82.13
25-Jul-12,47.97,82.14
24-Jul-12,52.099999999999994,85.85
23-Jul-12,51.56,86.26
20-Jul-12,52.78,86.33
19-Jul-12,52.91,87.76
18-Jul-12,51.91,86.61
17-Jul-12,52.36,86.71
16-Jul-12,52.370000000000005,86.7
13-Jul-12,51.739999999999995,86.42
12-Jul-12,51.209999999999994,85.56
11-Jul-12,51.81,86.35
10-Jul-12,53.55,86.89
9-Jul-12,52.7,87.7
6-Jul-12,51.92,86.55
5-Jul-12,52.760000000000005,87.13
3-Jul-12,50.709999999999994,85.63
2-Jul-12,49.78,84.65
29-Jun-12,48.43000000000001,83.43
28-Jun-12,47.0,81.29
27-Jun-12,47.39,82.07
26-Jun-12,47.06999999999999,81.72
25-Jun-12,47.83,81.54
22-Jun-12,48.17,83.16
21-Jun-12,49.03,82.52
20-Jun-12,49.18000000000001,83.68
19-Jun-12,49.290000000000006,83.92
18-Jun-12,48.980000000000004,83.68
15-Jun-12,47.09,82.02
14-Jun-12,46.93000000000001,81.65
13-Jun-12,47.64,81.74
12-Jun-12,47.370000000000005,82.31
11-Jun-12,49.06999999999999,81.6
8-Jun-12,47.94,82.9
7-Jun-12,47.47,81.67
6-Jun-12,46.980000000000004,81.64
5-Jun-12,45.92,80.4
4-Jun-12,46.06999999999999,80.61
1-Jun-12,46.81,80.14
31-May-12,48.06999999999999,82.53
30-May-12,47.86,82.74
29-May-12,47.0,81.75
25-May-12,45.84,80.33
24-May-12,47.36,80.76
23-May-12,46.83,81.51
22-May-12,46.980000000000004,79.57
21-May-12,45.22,80.18
18-May-12,42.629999999999995,75.77
17-May-12,43.209999999999994,75.73
16-May-12,44.56,78.01
15-May-12,45.459999999999994,79.02
14-May-12,46.06999999999999,79.75
11-May-12,47.06999999999999,80.96
10-May-12,47.269999999999996,81.5
9-May-12,47.0,81.31
8-May-12,46.64,81.17
7-May-12,46.81999999999999,81.35
4-May-12,47.620000000000005,80.75
3-May-12,49.489999999999995,83.12
2-May-12,48.91,83.71
1-May-12,50.25,83.16
30-Apr-12,50.489999999999995,83.43
27-Apr-12,51.599999999999994,86.14
26-Apr-12,52.81,86.81
25-Apr-12,53.290000000000006,87.14
24-Apr-12,46.099999999999994,80.04
23-Apr-12,47.379999999999995,81.67
20-Apr-12,49.95,81.85
19-Apr-12,51.39,83.92
18-Apr-12,53.61,86.91
17-Apr-12,52.14,87.1
16-Apr-12,52.18000000000001,82.88
13-Apr-12,54.239999999999995,86.46
12-Apr-12,55.19,88.97
11-Apr-12,55.980000000000004,89.46
10-Apr-12,57.0,89.78
9-Apr-12,56.41,90.89
5-Apr-12,55.67,90.53
4-Apr-12,54.41,89.19
3-Apr-12,55.31999999999999,89.9
2-Apr-12,53.400000000000006,88.38
30-Mar-12,52.22,85.65
29-Mar-12,53.08,87.12
28-Mar-12,53.78,88.23
27-Mar-12,53.040000000000006,87.78
26-Mar-12,51.739999999999995,86.71
23-Mar-12,50.97,85.15
22-Mar-12,51.36,85.62
21-Mar-12,52.09,86.07
20-Mar-12,51.7,86.57
19-Mar-12,50.97,85.87
16-Mar-12,49.17,83.65
15-Mar-12,50.72,83.65
14-Mar-12,49.959999999999994,84.23
13-Mar-12,46.17,81.16
12-Mar-12,43.86,78.86
9-Mar-12,43.25,77.88
8-Mar-12,42.56999999999999,77.43
7-Mar-12,41.83,75.81
6-Mar-12,41.239999999999995,75.75
5-Mar-12,43.209999999999994,76.17
2-Mar-12,43.11,77.88
1-Mar-12,43.31999999999999,77.78
29-Feb-12,43.230000000000004,77.49
28-Feb-12,41.489999999999995,76.49
27-Feb-12,40.5,75.11
24-Feb-12,39.7,74.63
23-Feb-12,38.980000000000004,73.77
22-Feb-12,38.64,73.29
21-Feb-12,38.55,73.55
17-Feb-12,37.540000000000006,71.73
16-Feb-12,37.129999999999995,71.74
15-Feb-12,40.18000000000001,71.1
14-Feb-12,37.790000000000006,72.78
13-Feb-12,36.980000000000004,71.8
10-Feb-12,36.09,70.49
9-Feb-12,35.959999999999994,70.45
8-Feb-12,33.11,68.1
7-Feb-12,32.11,66.98
6-Feb-12,31.430000000000007,66.28
3-Feb-12,30.709999999999994,65.67
2-Feb-12,30.310000000000002,65.02
1-Feb-12,30.569999999999993,65.17
31-Jan-12,30.459999999999994,65.21
30-Jan-12,29.840000000000003,64.72
27-Jan-12,29.069999999999993,63.9
26-Jan-12,29.11,63.52
25-Jan-12,29.92,63.81
24-Jan-12,25.729999999999997,60.06
23-Jan-12,26.21,61.06
20-Jan-12,26.07,60.04
19-Jan-12,26.619999999999997,61.11
18-Jan-12,26.35,61.3
17-Jan-12,25.86,60.67
13-Jan-12,25.060000000000002,59.97
12-Jan-12,25.409999999999997,60.2
11-Jan-12,25.409999999999997,60.36
10-Jan-12,25.86,60.46
9-Jan-12,26.11,60.25
6-Jan-12,25.39,60.34
5-Jan-12,24.79,59.72
4-Jan-12,24.240000000000002,59.06
3-Jan-12,23.93,58.75
30-Dec-11,23.04,57.86
29-Dec-11,22.950000000000003,57.87
28-Dec-11,23.32,57.52
27-Dec-11,23.439999999999998,58.08
23-Dec-11,22.659999999999997,57.62
22-Dec-11,22.020000000000003,56.94
21-Dec-11,21.759999999999998,56.64
20-Dec-11,21.590000000000003,56.56
19-Dec-11,19.979999999999997,54.6
16-Dec-11,19.880000000000003,54.43
15-Dec-11,19.82,54.13
14-Dec-11,20.340000000000003,54.31
13-Dec-11,21.490000000000002,55.54
12-Dec-11,21.270000000000003,55.98
9-Dec-11,21.29,56.23
8-Dec-11,21.5,55.81
7-Dec-11,20.85,55.58
6-Dec-11,21.380000000000003,55.85
5-Dec-11,21.630000000000003,56.14
2-Dec-11,21.229999999999997,55.67
1-Dec-11,20.57,55.42
30-Nov-11,19.61,54.6
29-Nov-11,19.119999999999997,53.31
28-Nov-11,18.82,53.73
25-Nov-11,18.020000000000003,51.94
23-Nov-11,18.689999999999998,52.43
22-Nov-11,18.990000000000002,53.79
21-Nov-11,18.1,52.72
18-Nov-11,19.28,53.56
17-Nov-11,19.939999999999998,53.92
16-Nov-11,20.880000000000003,54.97
15-Nov-11,20.64,55.55
14-Nov-11,20.04,54.18
11-Nov-11,20.53,54.95
10-Nov-11,21.740000000000002,55.03
9-Nov-11,22.270000000000003,56.47
8-Nov-11,23.29,58.03
7-Nov-11,22.14,57.1
4-Nov-11,22.630000000000003,57.18
3-Nov-11,22.630000000000003,57.58
2-Nov-11,22.21,56.77
1-Nov-11,22.07,56.64
31-Oct-11,23.479999999999997,57.83
28-Oct-11,23.049999999999997,57.85
27-Oct-11,23.43,57.81
26-Oct-11,22.509999999999998,57.23
25-Oct-11,23.08,56.82
24-Oct-11,23.07,57.97
21-Oct-11,22.020000000000003,56.12
20-Oct-11,22.189999999999998,56.47
19-Oct-11,23.35,56.95
18-Oct-11,25.689999999999998,60.32
17-Oct-11,25.96,60.0
14-Oct-11,25.29,60.29
13-Oct-11,23.35,58.35
12-Oct-11,23.46,57.46
11-Oct-11,22.6,57.18
10-Oct-11,20.54,55.54
7-Oct-11,18.96,52.83
6-Oct-11,19.97,53.91
5-Oct-11,19.259999999999998,54.04
4-Oct-11,19.54,53.21
3-Oct-11,19.659999999999997,53.51
30-Sep-11,20.560000000000002,54.47
29-Sep-11,22.46,55.8
28-Sep-11,22.68,56.72
27-Sep-11,23.46,57.04
26-Sep-11,22.71,57.6
23-Sep-11,23.11,57.76
22-Sep-11,23.549999999999997,57.4
21-Sep-11,25.229999999999997,58.88
20-Sep-11,25.409999999999997,59.06
19-Sep-11,24.03,58.8
16-Sep-11,22.22,57.21
15-Sep-11,21.240000000000002,56.14
14-Sep-11,21.03,55.61
13-Sep-11,20.17,54.95
12-Sep-11,19.409999999999997,54.28
9-Sep-11,20.14,53.93
8-Sep-11,20.520000000000003,54.88
7-Sep-11,20.090000000000003,54.85
6-Sep-11,19.33,54.25
2-Sep-11,19.0,53.44
1-Sep-11,20.33,54.43
31-Aug-11,21.009999999999998,54.98
30-Aug-11,20.979999999999997,55.71
29-Aug-11,20.93,55.71
26-Aug-11,19.83,54.8
25-Aug-11,18.64,53.39
24-Aug-11,19.14,53.74
23-Aug-11,18.380000000000003,53.37
22-Aug-11,17.130000000000003,50.92
19-Aug-11,17.43,50.86
18-Aug-11,18.240000000000002,52.29
17-Aug-11,19.93,54.35
16-Aug-11,19.770000000000003,54.35
15-Aug-11,20.0,54.77
12-Aug-11,19.229999999999997,53.86
11-Aug-11,18.64,53.39
10-Aug-11,18.520000000000003,51.96
9-Aug-11,18.520000000000003,53.43
8-Aug-11,17.54,50.46
5-Aug-11,19.79,53.37
4-Aug-11,20.9,53.91
3-Aug-11,21.22,56.08
2-Aug-11,21.130000000000003,55.46
1-Aug-11,22.07,56.68
29-Jul-11,21.450000000000003,55.78
28-Jul-11,21.71,55.97
27-Jul-11,22.520000000000003,56.08
26-Jul-11,22.79,57.63
25-Jul-11,22.14,56.93
22-Jul-11,21.439999999999998,56.19
21-Jul-11,20.72,55.33
20-Jul-11,21.61,55.27
19-Jul-11,19.090000000000003,53.84
18-Jul-11,18.520000000000003,53.4
15-Jul-11,17.14,52.13
14-Jul-11,16.659999999999997,51.11
13-Jul-11,16.43,51.15
12-Jul-11,16.1,50.54
11-Jul-11,16.4,50.57
8-Jul-11,16.43,51.39
7-Jul-11,16.14,51.03
6-Jul-11,15.590000000000003,50.25
5-Jul-11,14.979999999999997,49.92
1-Jul-11,14.07,49.04
30-Jun-11,13.020000000000003,47.95
29-Jun-11,13.049999999999997,47.72
28-Jun-11,13.100000000000001,47.89
27-Jun-11,12.700000000000003,47.43
24-Jun-11,12.590000000000003,46.62
23-Jun-11,12.380000000000003,47.32
22-Jun-11,11.990000000000002,46.09
21-Jun-11,11.54,46.47
20-Jun-11,10.39,45.05
17-Jun-11,12.04,45.75
16-Jun-11,11.950000000000003,46.45
15-Jun-11,12.189999999999998,46.68
14-Jun-11,12.61,47.49
13-Jun-11,11.899999999999999,46.66
10-Jun-11,12.380000000000003,46.56
9-Jun-11,12.670000000000002,47.36
8-Jun-11,12.829999999999998,47.46
7-Jun-11,13.32,47.43
6-Jun-11,14.579999999999998,48.29
3-Jun-11,14.329999999999998,49.06
2-Jun-11,14.71,49.44
1-Jun-11,15.299999999999997,49.36
31-May-11,14.689999999999998,49.69
27-May-11,13.229999999999997,48.2
26-May-11,13.130000000000003,47.86
25-May-11,13.369999999999997,48.11
24-May-11,12.990000000000002,47.46
23-May-11,13.0,47.77
20-May-11,13.71,47.89
19-May-11,13.920000000000002,48.65
18-May-11,13.719999999999999,48.55
17-May-11,13.020000000000003,48.02
16-May-11,13.75,47.61
13-May-11,14.46,48.64
12-May-11,14.590000000000003,49.51
11-May-11,15.0,49.6
10-May-11,14.96,49.92
9-May-11,14.89,49.66
6-May-11,15.0,49.52
5-May-11,15.14,49.54
4-May-11,15.259999999999998,49.94
3-May-11,14.979999999999997,49.74
2-May-11,15.07,49.47
29-Apr-11,15.560000000000002,50.02
28-Apr-11,14.96,49.54
27-Apr-11,15.340000000000003,50.02
26-Apr-11,15.71,50.06
25-Apr-11,15.54,50.43
21-Apr-11,15.729999999999997,50.1
20-Apr-11,14.39,48.92
19-Apr-11,13.280000000000001,48.27
18-Apr-11,12.46,47.41
15-Apr-11,12.659999999999997,46.78
14-Apr-11,13.0,47.49
13-Apr-11,13.020000000000003,48.02
12-Apr-11,12.68,47.49
11-Apr-11,12.950000000000003,47.26
8-Apr-11,13.590000000000003,47.87
7-Apr-11,13.630000000000003,48.3
6-Apr-11,14.130000000000003,48.29
5-Apr-11,13.89,48.41
4-Apr-11,14.229999999999997,48.74
1-Apr-11,15.229999999999997,49.22
31-Mar-11,14.969999999999999,49.79
30-Mar-11,15.130000000000003,49.8
29-Mar-11,15.14,50.14
28-Mar-11,15.619999999999997,50.06
25-Mar-11,15.29,50.22
24-Mar-11,14.43,49.28
23-Mar-11,13.600000000000001,48.46
22-Mar-11,13.950000000000003,48.74
21-Mar-11,13.530000000000001,48.47
18-Mar-11,13.310000000000002,47.24
17-Mar-11,13.520000000000003,47.81
16-Mar-11,14.0,47.14
15-Mar-11,14.689999999999998,49.35
14-Mar-11,15.93,50.51
11-Mar-11,15.329999999999998,50.28
10-Mar-11,14.969999999999999,49.52
9-Mar-11,15.68,50.35
8-Mar-11,16.060000000000002,50.82
7-Mar-11,16.67,50.77
4-Mar-11,16.47,51.43
3-Mar-11,16.4,51.37
2-Mar-11,15.619999999999997,50.3
1-Mar-11,15.82,49.9
28-Feb-11,15.719999999999999,50.46
25-Feb-11,14.780000000000001,49.74
24-Feb-11,14.310000000000002,48.98
23-Feb-11,14.229999999999997,48.95
22-Feb-11,14.340000000000003,48.37
18-Feb-11,16.36,50.08
17-Feb-11,16.47,51.19
16-Feb-11,17.130000000000003,51.88
15-Feb-11,16.42,51.41
14-Feb-11,16.35,51.31
11-Feb-11,16.11,50.98
10-Feb-11,16.43,50.65
9-Feb-11,16.29,51.17
8-Feb-11,15.79,50.74
7-Feb-11,15.46,50.27
4-Feb-11,14.530000000000001,49.5
3-Feb-11,14.18,49.06
2-Feb-11,14.32,49.19
1-Feb-11,14.380000000000003,49.29
31-Jan-11,13.579999999999998,48.47
28-Jan-11,14.200000000000003,48.01
27-Jan-11,14.240000000000002,49.03
26-Jan-11,14.369999999999997,49.12
25-Jan-11,13.780000000000001,48.77
24-Jan-11,13.21,48.21
21-Jan-11,12.840000000000003,46.67
20-Jan-11,13.329999999999998,47.53
19-Jan-11,14.799999999999997,48.41
18-Jan-11,14.25,48.66
14-Jan-11,14.780000000000001,49.78
13-Jan-11,14.520000000000003,49.38
12-Jan-11,14.200000000000003,49.2
11-Jan-11,14.280000000000001,48.81
10-Jan-11,14.030000000000001,48.92
7-Jan-11,13.049999999999997,48.02
6-Jan-11,12.89,47.68
5-Jan-11,12.759999999999998,47.71
4-Jan-11,12.5,47.33
3-Jan-11,12.18,47.08
